"SKU","CostoProm","UltimoCosto","CostoMercadoLibre"
"20201031-PI","0","4240","4240"
"10101064-BL","0","13069","13069"
"20191272-BR","0","12028","12028"
"20191272-CR","0","11460","11460"
"20191272-GY","0","8106","8106"
"2022050901-BG","0","10056","10056"
"2022050901-PI","0","10056","10056"
"2022050901-RW","0","10056","10056"
"20191271-BL","0","0","0"
"20191271-BR","0","0","0"
"20191271-TQ","10954","10954","10954"
"2022050902-WG","0","9238","9238"
"10101067-MC","0","3213","3213"
"10101067-DG","0","10918","10918"
"10101067-TS","0","11332","11332"
"33102024","2138","2138","2138"
"66845337708803","0","2941","2941"
"20191278-YE","8032","8032","8032"
"SG-1560","0","0","0"
"2020191294-GY","0","8906","8906"
"SG-1650","0","25204","25204"
"SG-1850","0","0","0"
"21988-MAT","0","18176","18176"
"MH-1715","0","49242","49242"
"MH-545","0","93217","93217"
"70474548110048","0","120723","120723"
"MH-2033","0","39400","39400"
"MH-2034","0","44073","44073"
"MH-1070","0","0","0"
"MH-30347","0","137560","137560"
"MH-1067","0","93217","93217"
"MH-1103","0","101837","101837"
"MH-21504","0","127616","127616"
"MH-1688","0","150299","150299"
"MH-1458","0","109916","109916"
"MH-1074","0","158883","158883"
"2020191303-WH","4536","4536","4536"
"TH-20R02","0","0","0"
"TH-20DM","0","64279","64279"
"TH-18B05","0","49993","49993"
"TH-20S01","0","49993","49993"
"TH-25DM","0","71421","71421"
"2022260902-SB","5262","5262","5262"
"2022260902-GR","5262","5262","5262"
"2022260902-PI","5262","5262","5262"
"2022260902-PU","5262","5262","5262"
"22200803-DB","0","3812","3812"
"22200803-LB","0","3812","3812"
"22200803-WH","0","3812","3812"
"2020191320-DB","0","5451","5451"
"2020191320-LB","0","5451","5451"
"2020191295-BK","0","27336","27336"
"CMT-SBT20/CE32","0","43691","43691"
"MHC-V02","0","92429","92429"
"22001-MAT1","0","3024","3024"
"22001-MAT3","0","3024","3024"
"22001-MAT4","0","3024","3024"
"22001-MAT2","0","3024","3024"
"20200120-BL","0","7036","7036"
"2022061507-BK","11944","11944","11944"
"07122023","0","14000","14000"
"SP78129","0","12815","12815"
"20200121-BL","0","8095","8095"
"20200121-AZ","0","8095","8095"
"20200121-VE","0","8095","8095"
"20201022-BL","0","3827","3827"
"20201022-PI","0","3827","3827"
"BG-7690","0","20202","20202"
"20200119-BG","10831","10831","10831"
"2023021901-BP","0","11985","11985"
"20200119-BL","0","10831","10831"
"20200119-BK","0","14000","14000"
"20200119-PI","0","12087","12087"
"2023021901-PI","14000","14000","14000"
"20200119-PU","0","12984","12984"
"2023021901-PU","14000","14000","14000"
"2022061504-BK","0","29706","29706"
"2022061512-BK","0","7941","7941"
"2022061506-BK","18363","18363","18363"
"MN81235","0","12815","12815"
"SP78006","0","8103","8103"
"SP78006.WALL","0","8103","8103"
"DS80870","0","10251","10251"
"2022053102-BK","0","11229","11229"
"2022053102-GY","0","11229","11229"
"2022053102-NB","11229","11229","11229"
"2022053102-RW","0","11229","11229"
"2022053102-TQ","0","11229","11229"
"2022020912-BK","0","29706","29706"
"2020191308-BK","0","46049","46049"
"20191266-BL","0","4595","4595"
"20191266-AZ","0","4595","4595"
"20191266-GR","0","4595","4595"
"PS0404C","19995","19995","19995"
"PS0405B","22046","22046","22046"
"PS0201B","15379","15379","15379"
"20191265-FE","0","2544","2544"
"20191265-MC","0","3408","3408"
"20191265-PI","0","3408","3408"
"20191265-SI","0","3408","3408"
"BG-1800-LB","19906","19906","19906"
"BG-1800-CR","0","18248","18248"
"BG-1800-BK","19906","19906","19906"
"BG-1800-PI","19906","19906","19906"
"SG-2805","0","31506","31506"
"2020191322-SI","0","15784","15784"
"2020191301-SI","0","6059","6059"
"2020191290-BL","0","20356","20356"
"2020191290-LPI","0","20356","20356"
"2020191290-PI","0","20356","20356"
"20200118-BK","0","5234","5234"
"1637327040167","0","5467","5467"
"20200118-LH","0","5857","5857"
"MT-1009","1850","1850","1850"
"MT-1011","0","1850","1850"
"MT-1541","1850","1850","1850"
"MT-1010","1850","1850","1850"
"MT-55","0","2535","2535"
"MT-921","0","2200","2200"
"MT-55-2","0","1900","1900"
"MT-188","0","4590","4590"
"MT-1065","1700","1700","1700"
"MT-1974-BL","0","0","0"
"MT-1974-BR","0","14790","14790"
"MT-1974-GY","0","0","0"
"MT-1974-RD","0","0","0"
"MT-372","0","900","900"
"MT-270","0","1190","1190"
"MT-56","900","900","900"
"MT-269","0","800","800"
"MT-540","0","800","800"
"MT-926","0","1900","1900"
"MT-927","0","0","0"
"MT-373","1190","1190","1190"
"MT-932","0","800","800"
"MT-1998","0","2200","2200"
"MT-1008","1100","1100","1100"
"MT-1066","1200","1200","1200"
"2022053107-BK","0","3055","3055"
"2022053107-BL","0","3055","3055"
"2022053107-WH","0","3055","3055"
"TH-8705","0","0","0"
"TH-8720","0","21069","21069"
"TH-8725","21069","21069","21069"
"31102024-MNIE","3663","3663","3663"
"31102024-PASC","3663","3663","3663"
"31102024-RENO","3663","3663","3663"
"16988-MAT2","0","9085","9085"
"16988-MAT1","0","9085","9085"
"TH-40PC","0","69741","69741"
"TH-38iF","0","23624","23624"
"SG-2411","0","10078","10078"
"SG-2502","0","11338","11338"
"75017194710818","0","13000","13000"
"KH-0011-BL","3700","3700","3700"
"KH-0011-WH","3700","3700","3700"
"KH-0011-CA","0","3700","3700"
"KH-0011-EST","0","3700","3700"
"KH-0011-FUC","0","3700","3700"
"KH-0011-GY","3700","3700","3700"
"KH-011MD","3700","3700","3700"
"KH-0011-OR","0","3700","3700"
"KH-0011-BK","3700","3700","3700"
"KH-0011-RE","0","3700","3700"
"KH-0011-TUR","0","3700","3700"
"KH-0011-GR","3700","3700","3700"
"70247781285758","2990","2990","2990"
"PKSABFRA-BLGY","0","9800","9800"
"PKSABFRA-BLPU","0","9800","9800"
"PKSABFRA-BLBK","0","9800","9800"
"PKSABFRA-PIPI","0","9800","9800"
"PKSABFRA-GRCRE","0","9800","9800"
"PKSABFRA-GRPI","0","9800","9800"
"PKSABFRA-BLBL","0","11900","11900"
"PKSABFRA-BLRE","0","11900","11900"
"PKSABFRA-BRGY","0","11900","11900"
"PKSABFRA-BRBR","0","11900","11900"
"PKSABFRA-CREBR","0","11900","11900"
"PKSABFRA-GYGY","0","11900","11900"
"PKSABFRA-PIRE","0","11900","11900"
"PKSABFRA-GRBR","0","11900","11900"
"PKSABFRA-GRRE","0","11900","11900"
"2020191312-BK","0","8055","8055"
"PACKMA-BK","31084","31084","31084"
"BH-6579","0","15146","15146"
"BL-153MBSP","0","0","0"
"77583525976234","2941","2941","2941"
"77488595357852","0","1500","1500"
"2022053104-BU","0","2401","2401"
"2022053104-DU","0","2401","2401"
"2022053104-FR","2401","2401","2401"
"2022053104-MO","0","2401","2401"
"77488566837377","2521","2521","2521"
"2022061518-BK","12353","12353","12353"
"2022061519-BK","0","6000","6000"
"20200909-AZ","0","0","0"
"10082020GLD","0","0","0"
"BS-B92-BL_CG","0","6044","6044"
"BS-B92-RE_CG","0","6044","6044"
"2022033002-BK","0","12000","12000"
"2022033002-CA","0","17029","17029"
"2022033002-GY","0","17029","17029"
"2022033002-RE","0","12000","12000"
"BS-B98-RE_CG","0","5371","5371"
"B140-BK_CG","0","0","0"
"B140-BL_CG","0","10117","10117"
"B140-GY_CG","0","10117","10117"
"B140-RE_CG","0","10117","10117"
"B134-RE_CG","0","6044","6044"
"BH-1602","0","20197","20197"
"TH-180","0","18825","18825"
"TH-224","0","36397","36397"
"2020191293-BL","0","21810","21810"
"2020191292-RE","0","21810","21810"
"2020191292-BKL","0","41136","41136"
"2020191292-BKM","0","38882","38882"
"2020191292-BKS","0","38882","38882"
"2020191291-PIM","43641","43641","43641"
"2020191291-PIS","43641","43641","43641"
"20191283-BK","0","4500","4500"
"20191283-GR","0","6794","6794"
"20191283-OR","0","6794","6794"
"20191283-PIK","0","6794","6794"
"2022033004-MC","0","2662","2662"
"TH-9005V","0","19153","19153"
"TH-9010V","25540","25540","25540"
"2020191296-GM","0","2070","2070"
"2020191297-CMC","2764","2764","2764"
"2020191297-DMC","0","3524","3524"
"2020191297-LMC","0","3524","3524"
"2020191298-TG","0","5234","5234"
"28325-MAT","0","15145","15145"
"24844-MAT2","0","13933","13933"
"24844-MAT3","0","13933","13933"
"24844-MAT1","0","13933","13933"
"67423008434538","0","0","0"
"KH-86","0","0","0"
"KH-0006","0","0","0"
"TH-7052","0","14044","14044"
"TH-7170","0","19153","19153"
"TH-7001","0","8296","8296"
"TH-7003","9573","9573","9573"
"TH-7146","0","12128","12128"
"KH-1003","0","13000","13000"
"KH-1002","0","13000","13000"
"KH-1001","0","10500","10500"
"KH-91-CEV","0","8100","8100"
"KH-91-FLAZ","0","8700","8700"
"KH-91-FLVE","0","8100","8100"
"KH-91-HOBE","0","8700","8700"
"KH-91-MAAZ","0","0","0"
"KH-91","0","8700","8700"
"KH-91-MAZ","0","8100","8100"
"KH-91-MANA","0","8100","8100"
"KH-91-PUAZ","0","0","0"
"KH-SDAZ","0","8700","8700"
"KH-91-SDRO","0","8700","8700"
"KH-92-CEV","0","10500","10500"
"KH-92-CIV","0","9700","9700"
"KH-92-FLA","0","0","0"
"KH-92-FLV","0","9700","9700"
"KH-92-HOB","0","10500","10500"
"KH-92-MAZ","0","10500","10500"
"KH-92","0","9700","9700"
"KH-92-MAR","0","9700","9700"
"KH-92-MAA","0","9700","9700"
"KH-92-MAN","0","10500","10500"
"KH-92-PUA","0","10500","10500"
"KH-93","0","12000","12000"
"KH-1018","0","0","0"
"KH-0005","0","0","0"
"050631402145","0","15600","15600"
"KH-851","0","15600","15600"
"KH-1015","0","0","0"
"KH-1864","0","0","0"
"KH-1021","0","17000","17000"
"KH-1022","0","17000","17000"
"KH-1020","0","0","0"
"010630802013","5775","5775","5775"
"67475817024084","0","5775","5775"
"010631403013","6675","6675","6675"
"KH-791","8924","8924","8924"
"21917212202","0","11765","11765"
"21917212102","0","11765","11765"
"69417871348687","0","25211","25211"
"69417876505875","0","25211","25211"
"69417868159983","0","25211","25211"
"69417872251690","0","25211","25211"
"69417997695865","0","21008","21008"
"75492734770498","11900","11900","11900"
"73150170674330","0","21000","21000"
"73150171131798","0","21000","21000"
"73150158748775","0","21000","21000"
"77162184107936","21000","21000","21000"
"77162187808144","0","21000","21000"
"77162185488791","21000","21000","21000"
"77162186745008","0","21000","21000"
"MG-2000","0","47058","47058"
"71863961458608","0","39990","39990"
"71863960087925","0","39998","39998"
"POASAPRE","47600","47600","47600"
"POASATRA","29750","29750","29750"
"20265-MAT1","0","4236","4236"
"20265-MAT2","0","4236","4236"
"24266-MAT","0","19994","19994"
"19520-MAT","0","13933","13933"
"21968-MAT","0","13327","13327"
"24325-MAT","0","18176","18176"
"23950-MAT","0","5448","5448"
"20255-MAT","0","13327","13327"
"18839-MAT","0","4794","4794"
"21966-MAT","0","11509","11509"
"20258-MAT","0","36358","36358"
"22165-MAT","0","24236","24236"
"18836-MAT","0","2115","2115"
"18837-MAT","0","9691","9691"
"20261-MAT","0","7794","7794"
"24132-MAT","0","7873","7873"
"20676-MAT1","0","6661","6661"
"20676-MAT2","0","6661","6661"
"826118","0","10925","10925"
"20201043-BK","0","25009","25009"
"2022033031-BR","0","8147","8147"
"2020191311-BK","0","3010","3010"
"TH-9160","0","35120","35120"
"76530407296361","0","0","0"
"PHV-01","0","11500000","11500000"
"66740083718325","0","0","0"
"NN-139","0","0","0"
"NN-138","0","0","0"
"66845344891435","0","2101","2101"
"120191251-BL","0","4552","4552"
"120191251-WH","0","4552","4552"
"120191246-BL","0","5106","5106"
"120191246-BLBR","0","0","0"
"120191246-BLGO","0","0","0"
"120191246-BLSI","0","5106","5106"
"120191246-SIBL","0","5106","5106"
"120191246-SIAZ","0","5106","5106"
"120191246-SIRE","0","0","0"
"120191248-BL","0","4765","4765"
"120191248-WH","0","4765","4765"
"120191231-BL","0","5276","5276"
"120191231-BLSI","0","0","0"
"120191231-AZ","0","5276","5276"
"120191231-WH","0","5276","5276"
"120191241-BK","0","4552","4552"
"120191241-BLWH","0","4552","4552"
"120191241-SI","0","4552","4552"
"120191241-SIBL","0","4552","4552"
"120191250-AZ","0","0","0"
"120191250-RE","0","4552","4552"
"120191247-SIBL","0","0","0"
"120191247-SIWH","0","4552","4552"
"1201912353-BL","0","5667","5667"
"1201912353-BLWH","0","5667","5667"
"1201912353-SIBL","0","5667","5667"
"1201912353-SIBR","0","5667","5667"
"120191229-BL","0","4808","4808"
"120191229-BLAZ","0","4808","4808"
"120191229-AZ","0","4808","4808"
"120191229-SI","0","4808","4808"
"120191230-BL","0","4808","4808"
"120191230-AZ","0","4808","4808"
"120191230-RE","0","4808","4808"
"120191230-WH","0","4808","4808"
"120191232-BL","0","4808","4808"
"120191232-SI","0","0","0"
"120191232-SIBL","0","4808","4808"
"120191232-BLWH","0","4808","4808"
"120191242-RE","0","5522","5522"
"120191242-SIAG","0","0","0"
"120191228-BL","0","17097","17097"
"120191228-BR","0","8927","8927"
"120191228-CA","0","0","0"
"120191237-BL","0","9777","9777"
"120191237-AZ","0","9777","9777"
"120191237-SI","0","9777","9777"
"120191238-BL","0","7531","7531"
"120191238-BLBR","0","7531","7531"
"120191238-GO","0","7531","7531"
"120191238-GOAZ","0","7531","7531"
"120191238-SI","0","0","0"
"120191236-BLBR","0","9777","9777"
"120191235-BLRE","0","9777","9777"
"120191235-SIWH","0","0","0"
"120191235-SIBL","0","9777","9777"
"120191235-SIAZ","0","0","0"
"120191233-BL","0","9531","9531"
"120191233-GO","0","9531","9531"
"120191233-RE","0","9531","9531"
"120191233-SI","0","9531","9531"
"120191234-BL","0","6722","6722"
"120191234-GO","0","6722","6722"
"120191234-GOSI","0","6722","6722"
"120191234-BR","0","6722","6722"
"120191234-SI","0","6722","6722"
"120191245-BL","0","4978","4978"
"120191245-BR","0","4978","4978"
"120191245-DBR","0","4978","4978"
"120191245-GO","0","4978","4978"
"120191245-SI","0","4978","4978"
"120191239-AZ","0","6808","6808"
"120191239-BL","0","6808","6808"
"120191239-GO","0","6808","6808"
"120191239-GOSI","0","6808","6808"
"120191239-SI","0","6808","6808"
"120191249-BR","0","0","0"
"120191249-GRGO","0","4552","4552"
"120191249-PIGY","0","0","0"
"120191249-SI","0","4552","4552"
"120191249-SIGO","0","4552","4552"
"120191240-BL","0","6127","6127"
"120191240-GO","0","6127","6127"
"120191240-PI","0","6127","6127"
"10101051-BK","0","7729","7729"
"2022033001-BK","0","5485","5485"
"10101052-BK","0","0","0"
"10101053-BK","0","7000","7000"
"10101053-WH","0","7000","7000"
"2022033011-BK","0","7029","7029"
"2022033011-BR","0","7029","7029"
"2022033011-RE","0","7029","7029"
"2022033011-WH","0","7029","7029"
"20191254-AV","0","20850","20850"
"20202806-BL","0","6561","6561"
"20202806-BR","0","8163","8163"
"20202806-LBR","0","8131","8131"
"20202807-AZ","0","8261","8261"
"20202807-BR","0","12918","12918"
"20202807-DBR","0","12918","12918"
"20202807-RE","0","7863","7863"
"20201039-BK","0","14","14"
"20201039-BKC","0","14353","14353"
"20201039-SI","0","14353","14353"
"20201040-BK","0","14353","14353"
"20201040-SI","0","14353","14353"
"20201041-BK","0","14876","14876"
"20201041-BKBR","0","14876","14876"
"120191243-BR","0","4808","4808"
"120191243-GO","0","6496","6496"
"120191243-PI","0","4808","4808"
"120191243-SI","0","6177","6177"
"120191243-WH","0","4808","4808"
"120191244-BL","0","4978","4978"
"120191244-BR","0","0","0"
"120191244-GO","0","0","0"
"120191244-GOGR","0","4978","4978"
"120191244-SI","0","6496","6496"
"20202808-BLRE","0","0","0"
"20202808-BLWH","0","0","0"
"20202809-BL","0","0","0"
"20202809-BR","0","0","0"
"2023111700HT17","0","26570","26570"
"2023111700HT21","0","26570","26570"
"2023111700HT8","0","28820","28820"
"2023111700QX5","0","22520","22520"
"2023111700S52","0","26570","26570"
"2023111700C21PRO","0","28450","28450"
"SW-HT12 -BLACK","0","13022","13022"
"SW-HT12-SILVER","0","13022","13022"
"SW-HT12PRO-GOLD","0","14818","14818"
"SW-HT17-BLUE","0","22000","22000"
"SW-HT17-ORANGE","0","12573","12573"
"SW-HT17-BLACK","0","22000","22000"
"SW-HT21-GOLD","0","12573","12573"
"SW-HT21-SILVER","0","12573","12573"
"SW-HT29-BLUE","0","11675","11675"
"SW-HT29-KHAKI","0","11675","11675"
"SW-HT29-BLACK","0","11675","11675"
"SW-HT29-GREEN","0","11675","11675"
"SWHT50-GDGD","0","22000","22000"
"SWHT50-GDPI","0","22000","22000"
"SWHT50-SISI","22000","22000","22000"
"SWHT50-SIWH","22000","22000","22000"
"SW-HT8-BLUE","0","14818","14818"
"SW-HT8-GRAY","0","14818","14818"
"SW-HT8-ORANGE","0","14818","14818"
"SW-HT8-BLACK","0","14818","14818"
"SW-KC83-BLUE","0","15267","15267"
"SW-KC83-GOLD","0","15267","15267"
"SWQX10-GD","22000","22000","22000"
"SWQX10-PI","22000","22000","22000"
"SW-T8PRO-GOLD","0","21104","21104"
"SW-T8PRO-SILVER","0","21104","21104"
"20202907-BL","5975","5975","5975"
"BB-5047","0","11106","11106"
"BB-2097","0","9086","9086"
"BL-5053","0","12601","12601"
"MSB921-A","10000","10000","10000"
"MSB921-B","0","10000","10000"
"MSB921-N","0","10000","10000"
"MSB921-V","0","10000","10000"
"MSB931-A","0","10488","10488"
"MCB8811-N","0","15447","15447"
"MCB8817-N","15447","15447","15447"
"MSB931-N","0","10488","10488"
"MCB8811-R","0","15447","15447"
"MCB8811-VM","15447","15447","15447"
"MCB8817-VM","15447","15447","15447"
"MCB109-4","10111","10111","10111"
"MCB193-C","0","9191","9191"
"MCB184-C","9651","9651","9651"
"MCB228-C","0","12871","12871"
"MCB109-C","10111","10111","10111"
"M415L-C","0","12411","12411"
"M415-N","12411","12411","12411"
"M415L-T","12411","12411","12411"
"MCB193-N","0","9191","9191"
"MCB184-N","9651","9651","9651"
"MCB228-N","0","12871","12871"
"MCB109-N","10111","10111","10111"
"MCB228-T","0","12871","12871"
"M215-T","0","11767","11767"
"ME116-C","0","15447","15447"
"ME309-C","0","17471","17471"
"ME116-N","0","15447","15447"
"ME309-N","0","17471","17471"
"ME116-T","0","15447","15447"
"RO-13018842","0","20919","20919"
"RO-13018843","0","21949","21949"
"RO-13020135","0","25121","25121"
"RO-13020136","0","26150","26150"
"BB-2417","0","7000","7000"
"BB-5070","0","9000","9000"
"BB-5072R","0","6000","6000"
"S/10101058","0","3270","3270"
"818657","0","15246","15246"
"821124","0","7319","7319"
"821063","0","20236","20236"
"821069","0","20236","20236"
"821066","0","20236","20236"
"TH-660I","0","0","0"
"2020191324-BK","0","8949","8949"
"TH-950","0","0","0"
"TH-958","0","21069","21069"
"TH-975","0","22347","22347"
"TH-952","0","11850","11850"
"TH-965","0","19153","19153"
"BH-1229","0","8581","8581"
"BH-1253","0","13287","13287"
"BH-1231","0","13287","13287"
"SE-1813","0","1797","1797"
"SE-258","0","3217","3217"
"SE-1646","0","2616","2616"
"SE-1912","0","30037","30037"
"SE-1693","0","1633","1633"
"SE-2057","0","650","650"
"SE-2025","0","909","909"
"SE-2059","0","759","759"
"SE-2058","0","650","650"
"SE-1850","0","923","923"
"SE-2022","0","448","448"
"SE-1917","0","6009","6009"
"SE-2005","0","9280","9280"
"SE-1812","0","15000","15000"
"SE-1804","0","0","0"
"SE-231","0","0","0"
"SE-194","0","0","0"
"SE-1911","0","24647","24647"
"SE-1910","0","45191","45191"
"SE-1647","0","4801","4801"
"SE-1648","0","4801","4801"
"SE-2031","0","12558","12558"
"SE-1808","0","3971","3971"
"SE-1656","0","0","0"
"SE-1806","0","2343","2343"
"SE-1848","0","2578","2578"
"SE-2026","0","0","0"
"SE-2004","0","2179","2179"
"SE-1751","0","10919","10919"
"SE-2027","0","5457","5457"
"SE-2030","0","8734","8734"
"SE-1849","0","9300","9300"
"SE-2028","0","5457","5457"
"SE-2032","0","1","1"
"SG-3012","0","0","0"
"SG-3025S","0","8187","8187"
"SG-3049C02","0","17011","17011"
"SG-3012C15","0","0","0"
"SG-3042","0","0","0"
"SG-3011","0","8187","8187"
"SG-3035","0","13229","13229"
"SG-3047","15750","15750","15750"
"SG-3049","0","17011","17011"
"SG-3049C01","0","17011","17011"
"BA-9891","410","410","410"
"BA-9889","410","410","410"
"20201027-BL","0","5","5"
"20201027-PI","0","5","5"
"2022020902-MC","0","9242","9242"
"10101073-MC","0","23523","23523"
"F36102024","3978","3978","3978"
"2020191317-MC","0","2278","2278"
"20191279-MC","0","6794","6794"
"2022260901-MC","0","6852","6852"
"20200507-AZ","0","1023","1023"
"4112025-GRWG","4288","4288","4288"
"4112025-REGO","4288","4288","4288"
"32102024-REGR","0","5047","5047"
"32102024-WHGO","0","5047","5047"
"20201019-BK","0","3610","3610"
"2020191323-SI","0","15729","15729"
"20191284-SI","0","12939","12939"
"BH-2417","0","0","0"
"BB-5072","0","6561","6561"
"BH-2421","0","27773","27773"
"BH-2513","0","16157","16157"
"BH-2514","0","0","0"
"BH-2534A","0","0","0"
"BH-2535A","0","0","0"
"BH-2537A","0","0","0"
"BH-2550","0","0","0"
"BH-2614A","0","0","0"
"2022061502-WH","0","941","941"
"BL-1031","0","0","0"
"BL-1410","0","0","0"
"BL-3244","0","0","0"
"BL-3160","0","35348","35348"
"2020191316-GY","0","43120","43120"
"2022061501-WH","0","1411","1411"
"10101074-BK","0","6616","6616"
"2022033012-WH","0","12412","12412"
"RG-119","0","0","0"
"BB-789","0","6560","6560"
"BB-788","0","6561","6561"
"20191269-BK","0","5019","5019"
"823740","0","5043","5043"
"823739","0","5043","5043"
"823742","0","5043","5043"
"823741","0","5043","5043"
"827010","0","5572","5572"
"RG-109","0","12621","12621"
"RG-111","0","12621","12621"
"RG-107","0","12621","12621"
"RG-110","0","12621","12621"
"SG-7220","0","25204","25204"
"SG-3510C15","0","13859","13859"
"SG-3510","0","13859","13859"
"SG-2420","8817","8817","8817"
"SG-3039","0","15750","15750"
"1643030777925","0","109244","109244"
"20201023-BL","0","58815","58815"
"20201023-GO","0","37","37"
"20201023-RE","0","58815","58815"
"20201023-WH","0","0","0"
"SL-1758","0","2000","2000"
"SL-1768","0","500","500"
"SL-1843","0","52100","52100"
"SL-1775","0","2000","2000"
"SL-2021","0","4621","4621"
"SL-1776","0","2000","2000"
"SL-1973","0","3798","3798"
"SL-1767","2000","2000","2000"
"SL-1673","0","2000","2000"
"10101078-BK","0","16528","16528"
"10101078-RE","0","16528","16528"
"10101077-BK","0","16422","16422"
"10101077-GR","0","16422","16422"
"10101077-PI","0","16422","16422"
"2022041402-BK","0","20092","20092"
"2022041402-GO","0","20092","20092"
"2022041402-GY","0","0","0"
"2022041402-PI","0","0","0"
"2022041401-BK","0","0","0"
"2022041401-GO","0","0","0"
"2022041401-GY","0","0","0"
"2022041401-PI","0","0","0"
"10101060-BK","0","19775","19775"
"10101060-BL","0","18012","18012"
"10101060-GY","0","18012","18012"
"10101060-PI","0","19775","19775"
"10101076-BK","0","19866","19866"
"10101076-GO","0","19866","19866"
"10101076-PI","0","19866","19866"
"2022041404-BK","0","0","0"
"2022041404-GO","0","0","0"
"2022041404-GY","0","24300","24300"
"10101061-BK","0","16952","16952"
"10101061-PI","0","16952","16952"
"2022041403-BK","0","0","0"
"2022041403-GO","0","0","0"
"2022041403-PI","0","0","0"
"10101059-BK","0","22683","22683"
"10101059-GY","0","22683","22683"
"10101059-PI","0","22683","22683"
"2022033024-BK","0","22354","22354"
"20200508-AZ","0","0","0"
"20200508-PI","0","10273","10273"
"20200508-YE","0","10273","10273"
"2020191304-BK","0","22281","22281"
"20191288-PI","37804","37804","37804"
"2022033022-MC","0","7295","7295"
"20201048-BK","20673","20673","20673"
"2020191302-BK","0","27034","27034"
"2020191326-BK","0","8949","8949"
"2022020903-BK","0","51631","51631"
"20271-MAT","0","8479","8479"
"24849-MAT","0","23024","23024"
"2022020901-BK","0","17471","17471"
"10101072-BL","0","0","0"
"15584-MAT","0","6055","6055"
"2022020913-PI","0","50752","50752"
"77550970602881","4117","4117","4117"
"TE-1879","0","1012","1012"
"TE-1878","0","2800","2800"
"TE-2061","0","24200","24200"
"TE-2048-BL","0","3800","3800"
"TE-2048-GR","0","3800","3800"
"TE-2047","0","3040","3040"
"TE-2045","0","0","0"
"TE-2049","2190","2190","2190"
"TE-1893","0","692","692"
"TE-2050","0","2190","2190"
"TE-1478","0","12080","12080"
"TE-1885","0","1770","1770"
"TE-1886","0","4300","4300"
"TE-2069","0","4390","4390"
"TE-1883","5587","5587","5587"
"TE-1477","0","5139","5139"
"TE-2072","0","1750","1750"
"TE-2073","0","4600","4600"
"DF2001-BL6","0","2870","2870"
"DF2001-RD6","0","2870","2870"
"TE-1881","0","21180","21180"
"LTPAZ2260","0","21180","21180"
"TE-1882","0","33520","33520"
"TE-2054","0","12310","12310"
"TE-2051","0","1600","1600"
"TE-1873","0","1242","1242"
"TE-1875","0","1289","1289"
"TE-1874","0","2289","2289"
"TE-1877","810","810","810"
"TE-2062","0","3290","3290"
"925180","0","5930","5930"
"820492","0","7220","7220"
"TE-2071","0","4930","4930"
"1720064","0","3250","3250"
"992427","0","6540","6540"
"TE-2070","0","3840","3840"
"TE-2011","0","5900","5900"
"TE-2013","0","4210","4210"
"TE-2012","0","4210","4210"
"TE-2052","0","5880","5880"
"TE-2053","0","1000","1000"
"TE-1479","0","22920","22920"
"TE-2046","0","6090","6090"
"TE-2060","0","0","0"
"TE-1476","0","11870","11870"
"TE-1896","0","11730","11730"
"32-180-C1","0","10280","10280"
"TE-1473","0","27090","27090"
"MATE-450","0","4640","4640"
"2022061503-BK","0","5000","5000"
"2022061517-PI","0","7000","7000"
"2022061517-BL","0","7000","7000"
"20201028-BK","0","3258","3258"
"20201016-WH","0","8021","8021"
"MP075CZ","10000","10000","10000"
"10101058-BL","0","3270","3270"
"10101058-GO","0","4249","4249"
"10101058-GY","0","4249","4249"
"10101058-BK","0","3270","3270"
"10101058-RE","0","3270","3270"
"10101058-PI","0","3270","3270"
"10101058-WH","0","4249","4249"
"2022053106-DNB","0","6437","6437"
"2022053106-NSB","0","6437","6437"
"2022053106-SOR","0","6437","6437"
"2022053106-TUR","0","6437","6437"
"77704051599141","6080","6080","6080"
"2022260907-BK","0","13716","13716"
"20210504-BL","0","4553","4553"
"73081828418463","0","14820","14820"
"9789588633107","0","14820","14820"
"9789588633060","0","14820","14820"
"9789588633114","0","18525","18525"
"TH-6650DTI","0","31926","31926"
"TH-4351","14044","14044","14044"
"TH-5407i","0","15960","15960"
"TH-5408i","15960","15960","15960"
"TH-4343N","0","10851","10851"
"TH-4212N","9573","9573","9573"
"TH-5005N","0","18515","18515"
"TH-5440TK","0","19153","19153"
"TH-38N","0","56464","56464"
"TH-48i","0","77640","77640"
"TH-510Vi","31926","31926","31926"
"TH-32","19153","19153","19153"
"TH-8706","0","12767","12767"
"1402","0","9573","9573"
"TH-7055","12767","12767","12767"
"7891228756052","0","9990","9990"
"7891228042711","0","13300","13300"
"7891228044982","0","11300","11300"
"106970","0","20000","20000"
"107010","20000","20000","20000"
"106930","0","20000","20000"
"106950","0","20000","20000"
"106990","20000","20000","20000"
"106980","0","20000","20000"
"107000","0","20000","20000"
"106940","20000","20000","20000"
"106960","0","20000","20000"
"33130","0","25000","25000"
"33100","0","25000","25000"
"33120","0","25000","25000"
"33110","25000","25000","25000"
"90660","0","5200","5200"
"90650","0","5200","5200"
"90640","5200","5200","5200"
"90710","0","5200","5200"
"90720","0","5200","5200"
"90670","0","5200","5200"
"90700","0","5200","5200"
"90690","0","5200","5200"
"90680","0","5200","5200"
"91620","0","2300","2300"
"91610","0","2300","2300"
"91600","0","2300","2300"
"91670","0","2300","2300"
