"SKU","CostoProm","UltimoCosto","CostoMercadoLibre"
"JSECAE021P25T","0","27303","27303"
"JSECAE100P25W","0","27303","27303"
"JSECAE024P25T","0","27311","27311"
"JSECAE356P25Z","0","27303","27303"
"JSECAE355P25Z","0","27311","27311"
"CN-1996","0","31496","31496"
"sfcnbc001a57z","0","4197","4197"
"CN-173-WH","0","2696","2696"
"TOAFBIA48BANF","0","5034","5034"
"TOAFBIA77BANF","0","5034","5034"
"TOAFBIA35BANF","0","5034","5034"
"TOAFBIA29BANF","0","5034","5034"
"tocnbe005mana","2727","2727","2727"
"tocnbea01manb","2728","2728","2728"
"tocnbe003mana","0","2727","2727"
"tocnbea08mang","0","2728","2728"
"tocnbe004mana","2727","2727","2727"
"tocnbe006mana","2728","2728","2728"
"TOAFBIA48MANF","0","2513","2513"
"TOAFBIA77MANF","0","2513","2513"
"TOAFBIA35MANF","0","2513","2513"
"TOAFBIA29MANF","0","2513","2513"
"TPCNAO23600FA","0","9404","9404"
"TPCNAO23700FA","0","9404","9404"
"TPCNAO23400FA","0","9404","9404"
"TPCNAO24500FA","0","9404","9404"
"tpcnao30000fs","0","8399","8399"
"tpcnao29100fs","0","8399","8399"
"tpcnao29500fs","0","8399","8399"
"tpcnao29400fs","0","6719","6719"
"tpcnao29300fs","0","6719","6719"
"tpcnao31200fs","0","6719","6719"
"tpcnao29900fs","0","6719","6719"
"tpcnao30100fs","0","8399","8399"
"tpcnao29200fs","0","8399","8399"
"TOCNBEA05SBAG","0","8399","8399"
"TPCNAO28800FZ","0","8399","8399"
"TPCNAO27800FZ","0","8399","8399"
"TPCNAO28300FZ","0","8399","8399"
"TPCNAO27500FZ","0","8399","8399"
"TOCNBEA64SBAG","0","8399","8399"
"TOCNBEA36SBAG","0","8399","8399"
"TOCNBEA55SBAG","0","8399","8399"
"CN-765","0","7563","7563"
"tpcnbs01100fs","0","5711","5711"
"tpcnbs00900fs","0","5711","5711"
"tpcnbs00800fs","0","5711","5711"
"TPECAV02800NZ","0","14702","14702"
"TPECAV02900NZ","0","14702","14702"
"tpcnao33400ns","0","8400","8400"
"TPECAV02500NZ","0","14702","14702"
"tpcnao33300ns","0","8400","8400"
"tpcnao33500ns","0","8400","8400"
"tpcnao33600ns","0","8400","8400"
"FDRSAS010P25E","0","32344","32344"
"JSRSBHA19P30F","0","50412","50412"
"JSRSBHA94P30F","0","50412","50412"
"JSRSBHA16P30C","0","50420","50420"
"TOCNBE005BANA","0","5878","5878"
"tocnbea08bang","0","5878","5878"
"TOCNBE003BANA","0","5878","5878"
"tocnbea85bang","0","5878","5878"
"tocnbe006bana","0","5878","5878"
"tocnbea01banb","5878","5878","5878"
"tocnbe004bana","5878","5878","5878"
"CO-2064","0","11000","11000"
"2022053101-BKL","0","766","766"
"2022053101-BKM","0","766","766"
"2022053101-BKS","0","766","766"
"2022053101-BLM","0","766","766"
"2022053101-PIM","0","766","766"
"2022053101-PIS","766","766","766"
"2022053108-2XL","4598","4598","4598"
"2022053108-L","4598","4598","4598"
"2022053108-XL","4598","4598","4598"
"00001829","0","0","0"
"2020191314-SI","19933","19933","19933"
"KH-1991","0","1500","1500"
"KH-0001","0","1800","1800"
"KH-235","0","1800","1800"
"27102024-WH","0","0","0"
"27102024-WHGY","0","0","0"
"28102024-FLO","0","0","0"
"28102024-FLE","0","0","0"
"28102024-FLS","0","0","0"
"28102024-FLB","0","0","0"
"28102024-GMP","0","0","0"
"28102024-GTS","0","0","0"
"28102024-GRT","0","0","0"
"28102024-LNS","0","0","0"
"28102024-MJR","0","0","0"
"28102024-OJO","0","0","0"
"28102024-PTS","0","0","0"
"28102024-RYS","0","0","0"
"28102024-SLT","0","0","0"
"28102024-PRN","0","0","0"
"28102024-SOL","0","0","0"
"28102024-TZA","0","0","0"
"KH-1696","0","0","0"
"30102024-BLOC","0","0","0"
"30102024-CCTS","0","0","0"
"30102024-CIPA","0","0","0"
"30102024-FLRT","0","0","0"
"30102024-FOHO","0","0","0"
"30102024-FOGE","0","0","0"
"30102024-FORO","0","0","0"
"30102024-HOBE","0","0","0"
"30102024-HOMU","0","0","0"
"30102024-HORO","0","0","0"
"30102024-JUNG","0","0","0"
"30102024-LORO","0","0","0"
"30102024-MMIN","0","0","0"
"30102024-MAOJ","0","0","0"
"30102024-MAOK","0","0","0"
"30102024-MARO","0","0","0"
"30102024-MEMI","0","0","0"
"30102024-MZEN","0","0","0"
"30102024-PARO","0","0","0"
"30102024-RABK","0","0","0"
"30102024-SLVA","0","0","0"
"30102024-SLMU","0","0","0"
"30102024-SLBK","0","0","0"
"30102024-TEBL","0","0","0"
"30102024-VEAT","0","0","0"
"29102024-AYNL","0","0","0"
"29102024-BOCA","0","0","0"
"29102024-WHBK","0","0","0"
"29102024-DGMT","0","0","0"
"29102024-DPIN","0","0","0"
"29102024-DREA","0","0","0"
"29102024-GEOP","0","0","0"
"29102024-JADE","0","0","0"
"29102024-LUN","0","0","0"
"29102024-MABS","0","0","0"
"29102024-MPIN","0","0","0"
"29102024-MONT","0","0","0"
"29102024-OGLA","0","0","0"
"29102024-PRIS","0","0","0"
"29102024-PTTS","0","0","0"
"29102024-PIGL","0","0","0"
"76253857574768","0","0","0"
"35102024-ESTR","0","0","0"
"35102024-MECH","0","0","0"
"35102024-PASC","0","0","0"
"35102024-RENO","0","0","0"
"DK0052311001","1150","1150","1150"
"21916060503","0","10084","10084"
"21916060803","0","10084","10084"
"22117062102","0","9079","9079"
"22117060302","0","9079","9079"
"22117060202","0","9079","9079"
"21917060602","0","7563","7563"
"22117060303","0","11345","11345"
"22117061603","10504","10504","10504"
"21917060803","0","9244","9244"
"21917060804","0","13445","13445"
"20201032-BL","0","5449","5449"
"20201032-OR","0","5449","5449"
"20211012-BG","0","1854","1854"
"20211012-BK","0","1854","1854"
"20211012-BL","0","1854","1854"
"20211012-GY","0","1854","1854"
"20211012-PI","0","1854","1854"
"SG-8590","0","0","0"
"SG-8520","0","18901","18901"
"21902081737","0","6303","6303"
"PT-610-01-011","0","6000","6000"
"230820232","0","4200","4200"
"230820231","0","3200","3200"
"CT-2003","6150","6150","6150"
"CT-1461-FRU","0","3290","3290"
"CT-1461","0","3290","3290"
"CT-1461-PRI","0","3290","3290"
"CT-1990-PUR","0","25990","25990"
"CT-1990-NJ","0","0","0"
"CT-1462-FRU","0","3290","3290"
"CT-1462-PET","0","3290","3290"
"CT-1462-PRI","0","3290","3290"
"CT-2001-DRE","0","8400","8400"
"CT-2001-FLY","0","0","0"
"CT-2001-ILU","0","8400","8400"
"CT-2001-SMI","0","8400","8400"
"CT-2002-DRE","0","9600","9600"
"CT-2002-ILU","0","9600","9600"
"CT-2002-SMI","0","9600","9600"
"CT-1989","0","9650","9650"
"CT-1463","4990","4990","4990"
"20070601011","3500","3500","3500"
"20070602011","3940","3940","3940"
"20070603011","4500","4500","4500"
"20070604011","5300","5300","5300"
"250080901131","0","8300","8300"
"250080902131","9100","9100","9100"
"250080903131","11400","11400","11400"
"250080904131","13300","13300","13300"
"20201015-WH","0","3051","3051"
"SG-9003","0","14489","14489"
"SG-9130","0","0","0"
"SG-9004","0","0","0"
"SG-9004EX","0","25204","25204"
"2022053105-BK","0","6641","6641"
"2022053105-WH","0","6641","6641"
"22867-MAT","0","13933","13933"
"21918-MAT1","0","9085","9085"
"21918-MAT3","0","9085","9085"
"21918-MAT2","0","9085","9085"
"21918-MAT4","0","0","0"
"28630-MAT","0","12115","12115"
"28631-MAT","0","29085","29085"
"28595-MAT","0","9691","9691"
"DISPMANUAL","0","500","500"
"10101075-WH","0","1800","1800"
"MT-DISBASE","0","2000","2000"
"DK0052905001","0","1800","1800"
"DK0060107001","0","1750","1750"
"ALBROA13","0","18317","18317"
"ALBROA13-CAF","0","18317","18317"
"ALBROA13-VE","18317","18317","18317"
"ALBROA15-AZ","0","22978","22978"
"ALBROA15-CAF","0","22978","22978"
"ALBROA15-GR","0","22978","22978"
"ALBROA15-NEG","0","22978","22978"
"ALBROA15-ROJ","0","22978","22978"
"ALSHAF13-CAF","0","28524","28524"
"ALSHAF13-GR","0","28524","28524"
"ALSHAF13-ROJ","0","28524","28524"
"ALSHAF15-BEI","0","35744","35744"
"ALSHAF15-CAF","0","35744","35744"
"ALSHAF15-GRI","0","35744","35744"
"ALKA1400-AZ","0","20694","20694"
"ALKA1400-BE","20694","20694","20694"
"ALKA1400-ROJ","0","20694","20694"
"ALKA1400-TEC","0","20694","20694"
"ALKA1400-VE","0","20694","20694"
"ALKA1600-BL","0","24527","24527"
"ALKA1600-BG","0","24527","24527"
"ALKA1600-RE","0","24527","24527"
"ALKA1600-TER","0","24527","24527"
"ALKA1600-GR","0","24527","24527"
"ALSHA133","14900","14900","14900"
"ALSHA150","0","18500","18500"
"ALSHA170","0","23900","23900"
"BAKA0600-AZ","0","3402","3402"
"BAKA0600-BG","0","3402","3402"
"BAKA0600-RE","0","3402","3402"
"BAKA0600-TER","0","3402","3402"
"BAKA0600-GRE","0","3402","3402"
"DR-2018","0","11650","11650"
"DR-2017","0","10400","10400"
"BABROA50-AZU","0","3443","3443"
"BABROA50-CAF","0","3443","3443"
"BABROA50-GRI","0","3443","3443"
"BABROA50-LIL","0","2876","2876"
"BABROA50-NA","2876","2876","2876"
"BABROA50-NE","0","3443","3443"
"BABROA50-RO","2876","2876","2876"
"BABROA60-AZ","0","4591","4591"
"BABROA60-CA","0","4591","4591"
"BABROA60-GR","0","4591","4591"
"BABROA60-NE","0","4591","4591"
"BABROA60-RO","0","4591","4591"
"BABROA60-TER","0","4591","4591"
"DR-1408","0","3136","3136"
"DR-1315","0","3570","3570"
"DR-1278","0","4920","4920"
"BALAN000","4500","4500","4500"
"BALANTEXA","6432","6432","6432"
"BALANDALL","0","6970","6970"
"BATAIAM6P","0","15827","15827"
"BATAIN6P","0","23900","23900"
"BATAVNA7P","0","34128","34128"
"BATALTI6W-RO","0","23693","23693"
"BATALTI6W-SAL","0","24300","24300"
"BATALTI6W-TUR","0","24300","24300"
"BATALAL5P-VE","0","23496","23496"
"DR-408-CA","0","0","0"
"BATALTI7P","0","21900","21900"
"DR-407","0","39900","39900"
"CACAI26CU","0","12056","12056"
"CAZAI18NI-RE","0","8607","8607"
"COMAGATTU-AZ","0","7900","7900"
"COMAGATTU-CRU","0","7900","7900"
"COMAGATTU-GRI","0","7900","7900"
"COMAGATTU-MA","0","7900","7900"
"COMAGATTU-ROJ","0","7900","7900"
"COMAGATTU-VER","0","7900","7900"
"DR-1663-CL","0","0","0"
"COMISI8P","0","6900","6900"
"DR-1663-MD","0","6900","6900"
"DR-1663-MZ","0","0","0"
"DR-1663-RD","0","0","0"
"COMCAM8P-ARE","0","10900","10900"
"COMCAM8P-AZP","0","10900","10900"
"COMCAM8P-CAF","0","10900","10900"
"COMCAM8P-CRU","0","10900","10900"
"COMCAM8P-GRI","0","10900","10900"
"COMCAM8P-LIL","0","10900","10900"
"COMCAM8P-MOS","0","10900","10900"
"COMCAM8P-ROJ","10900","10900","10900"
"COMCAM8P","0","10900","10900"
"DR-2076","0","11900","11900"
"DR-2077","0","11900","11900"
"DR-2043","0","14890","14890"
"DR-2044","0","14150","14150"
"COMAGATHA-AZP","0","8500","8500"
"COMAGATHA-CAF","0","8500","8500"
"COMAGATHA-CR","0","10500","10500"
"COMAGATHA-GRI","0","8500","8500"
"COMAGATHA-LIL","0","8500","8500"
"COMAGATHA-MAI","0","8500","8500"
"COMGATHA-MOS","8500","8500","8500"
"COMAGATHA-ROJ","8500","8500","8500"
"COMAGATHA-TER","8500","8500","8500"
"COMAGATHA-VER","0","8500","8500"
"COMEMI8P-ARE","0","10900","10900"
"COMEMI8P-AZP","0","10900","10900"
"COMEMI8P-BEI","0","10900","10900"
"DR-1277-BR","0","13800","13800"
"COMEMI8P-CRU","0","10900","10900"
"COMEMI8P-GRI","0","10900","10900"
"DR-1277-RE","0","10900","10900"
"DR-487","0","0","0"
"COMTAB8P-BL","0","8500","8500"
"COMTAB8P-CAF","0","8500","8500"
"COMTAB8-CRU","0","8500","8500"
"COMTAB8P-GY","0","8500","8500"
"COMTAB8-MAI","0","8500","8500"
"COMTAB8P-MOR","0","8500","8500"
"COMTAB8P-MO","8500","8500","8500"
"COMTAB8P-RE","0","8500","8500"
"COMTAB8P-TER","8500","8500","8500"
"COMTAB8P-GR","0","8500","8500"
"DR-979","0","4400","4400"
"DR-69","0","6722","6722"
"DR-673","0","4990","4990"
"DR-776","0","8140","8140"
"DR-70","0","0","0"
"DR-886","0","0","0"
"DR-342","0","7690","7690"
"CUCOTDE20","0","22071","22071"
"CUCOTDE25","0","22991","22991"
"CUOUTDE20","0","22071","22071"
"CUOUTDE15-COR","17296","17296","17296"
"CUOUTDE20-AZU","0","21436","21436"
"CUOUTDE20-BEI","0","21436","21436"
"CUOUTDE20-COR","0","21436","21436"
"CUOUTDE20-NEG","0","21436","21436"
"CUOUTDE20-RSV","0","21436","21436"
"CUOUTDE20-VER","0","21436","21436"
"CUOUTDE25-AZU","0","22540","22540"
"CUOUTDE25-BEI","0","22540","22540"
"CUOUTDE25-NEG","0","22540","22540"
"CUOUTDE25-RSV","0","22540","22540"
"CUOUTDE25-VER","0","22540","22540"
"ESTHALROY","0","13413","13413"
"DR-152","0","10200","10200"
"DR-192","0","7990","7990"
"DR-78","0","1012","1012"
"DR-177-DBLU","0","4086","4086"
"DR-177-BUR","0","5193","5193"
"DR-177-DBRO","0","4086","4086"
"FRCLGE15-NE","0","4086","4086"
"DR-177-RE","0","4086","4086"
"DR-177-GR","0","4086","4086"
"DR-178-DBLU","0","4500","4500"
"DR-178-BUR","0","5193","5193"
"DR-178-BR","0","5194","5194"
"DR-178-RED","0","5193","5193"
"DR-178-GR","0","5193","5193"
"FRCLG150-AZ","3798","3798","3798"
"FRCLG150-BU","3798","3798","3798"
"FRCLG150-CA","3798","3798","3798"
"FRCLG150-RO","3798","3798","3798"
"FRCLG150-VE","3798","3798","3798"
"FRCLG200-AZ","0","4887","4887"
"FRCLG200-BU","4887","4887","4887"
"FRCLG200-CA","0","4887","4887"
"FRCLG200-RO","4887","4887","4887"
"FRCLG200-VE","0","4887","4887"
"FRCLGE25-BU","0","0","0"
"71719096849875","0","5508","5508"
"FRCLGE25-ROJ","0","5511","5511"
"FRCLGE25","0","5508","5508"
"FRCHIP20-BLA","0","5895","5895"
"FRCHIP20-GRI","0","5895","5895"
"FRCHIP20-ROS","0","5895","5895"
"DR-1496","0","6780","6780"
"DR-1497","0","7760","7760"
"FRCOPO25-BL","0","6300","6300"
"FRCOPO25-CAF","6300","6300","6300"
"FRCOPO25-ROS","0","6300","6300"
"DR-253-DAM","0","0","0"
"DR-253-PUR","0","9530","9530"
"DR-253-WGRE","0","0","0"
"DR-254-DAM","0","0","0"
"DR-254-WGRE","0","10940","10940"
"DR-844","0","0","0"
"FRPLUSH15","0","6840","6840"
"FRPLUSH20","0","8910","8910"
"FRPLUSH25","0","9882","9882"
"FRPOPR15-AMA","5147","5147","5147"
"FRPOPR15-BEI","0","5147","5147"
"FRPOPR15-CEL","0","5147","5147"
"FRPOPR15-FUC","0","5147","5147"
"FRPOPR15-MOR","5147","5147","5147"
"FRPOPR15-ROS","0","5147","5147"
"FRPOPR20-AMA","6243","6243","6243"
"FRPOPR20-BEI","0","6243","6243"
"FRPOPR20-GRI","0","6243","6243"
"FRPOPR20-ROJ","0","6243","6243"
"FRPOPR20-ROS","6243","6243","6243"
"FRPOPR25","0","9963","9963"
"CUEINDRE0-CAF","0","1683","1683"
"CUEINDRE0-GRI","0","1683","1683"
"CUEINDRE0-NEG","0","1683","1683"
"CUEINDRE0-ROJ","0","1683","1683"
"CUEIND00-CAF","0","1607","1607"
"CUEIND00","0","1683","1683"
"DR-1405-BK","1515","1515","1515"
"DR-1405-RED","0","1683","1683"
"SABCHIL15-AZU","0","8280","8280"
"SABCHIL15-GRI","0","8280","8280"
"SABCHIL15-MAR","0","8280","8280"
"SABCHIL15-MOR","0","8280","8280"
"SABCHIL15-ROJ","0","8280","8280"
"SABCHIL15-ROS","0","8280","8280"
"SABCHIL15-SAN","0","8280","8280"
"SABCHIL15-TUR","0","8280","8280"
"SABCHIL20-CEL","0","9891","9891"
"SABCHIL20-MAR","0","9891","9891"
"SABCHIL20-MOR","0","9891","9891"
"SABCHIL20-NAR","0","9891","9891"
"SABCHIL20-ROS","0","9891","9891"
"SABCHIL20-TUR","0","9891","9891"
"SABCHIL20-VME","0","9891","9891"
"SABCHIL25-MAR","0","11250","11250"
"SABCHIL25-NAT","11250","11250","11250"
"SABCHIL25-ROS","0","11250","11250"
"SABCHIL25-VME","0","11250","11250"
"COVFAI02","0","5382","5382"
"COV2PP00","4720","4720","4720"
"SETCUAU15","0","4613","4613"
"SAES20020","0","16056","16056"
"SABCHIE15","8280","8280","8280"
"SABCHIE20","9891","9891","9891"
"SABCHIE25","11250","11250","11250"
"SASMEPR15","0","9418","9418"
"COVDOPA2P","0","4986","4986"
"COVDOAR2P","0","5796","5796"
"SABPOIN15","0","7605","7605"
"SABPOL15-AIM","0","6840","6840"
"SABPOL15-BGR","0","6840","6840"
"SABPOL15-BMA","0","6840","6840"
"SABPOL15-BOL","0","6840","6840"
"SABPOL15-CCE","0","6840","6840"
"SABPOL15-FIN","6840","6840","6840"
"SABPOL15-FDL","6840","6840","6840"
"SABPOL15-GTE","0","6840","6840"
"SABPOL15-JME","0","6840","6840"
"SABPOL15","6840","6840","6840"
"SABPOL15-NBO","0","0","0"
"SABPOL15-OFL","0","6840","6840"
"SABPOL15-SCE","0","6840","6840"
"SABPOL20-BRE","0","7920","7920"
"SABPOL20-DDE","0","7920","7920"
"SABPOL20-FAZ","0","7920","7920"
"SABPOL20-FIN","0","7920","7920"
"SABPOL20","7920","7920","7920"
"SABPOL20-NFL","0","7920","7920"
"SABPOL20-ORA","0","7920","7920"
"SABPOL20-OCO","0","7920","7920"
"SABPOL20-PIM","7920","7920","7920"
"SABPOL20-PET","0","7920","7920"
"SABPOL20-PZI","0","7920","7920"
"SABPOL20-RMA","0","7920","7920"
"SABPOL20-TSU","0","7920","7920"
"SABPOLI15","0","7605","7605"
"SABPOLI20","0","8910","8910"
"SABPOLI25","0","9765","9765"
"TOOLIVI2P-BE","5460","5460","5460"
"TOOLIVI2P-MOR","5460","5460","5460"
"DR-1279","0","2280","2280"
"FRCHIP15-BLA","0","4860","4860"
"FRCHIP15-CAF","0","4860","4860"
"FRCHIP15-GRI","0","4860","4860"
"FRCHIP15-MA","0","4860","4860"
"FRCHIP15-NE","0","4860","4860"
"MANTCHIP0-ARE","0","2925","2925"
"MANTCHIP0-AZU","0","2925","2925"
"MANTCHIP0-CAF","0","2925","2925"
"MANTCHIP0-CELE","0","2925","2925"
"MANTCHIP0-GRI","0","2925","2925"
"MANTCHIP0-MOR","0","2925","2925"
"MANTCHIP0-ROS","0","2925","2925"
"MANTCHIP0-VER","0","2925","2925"
"DR-663","0","5390","5390"
"DR-59-COR","0","4250","4250"
"MAPOCO15","0","4445","4445"
"DR-460-OR","0","4250","4250"
"MAPOCO18","0","4451","4451"
"DR-132","0","5180","5180"
"DR-1667-GOLD","0","4200","4200"
"DR-1667-MOZ","0","4200","4200"
"DR-1667-OR","0","4200","4200"
"DR-1667-TUR","0","4200","4200"
"DR-1667-GRE","0","4200","4200"
"DR-2075-BEI","0","4900","4900"
"DR-2075-WH","0","4900","4900"
"DR-2075-CRU","0","4900","4900"
"DR-2074-BEI","0","4900","4900"
"DR-2074-WH","0","4900","4900"
"DR-2074-CRU","0","0","0"
"OLLAI24KA","0","15000","15000"
"OLLAI26KA","0","17500","17500"
"DR-977","0","16220","16220"
"DR-889","0","10950","10950"
"DR-405","15900","15900","15900"
"OLLALPR7L","0","11900","11900"
"OLLALPR9P","13900","13900","13900"
"PATERC6B5-AZ","0","10580","10580"
"PATERC6B5-CE","0","10580","10580"
"PATERC6B5-NJ","0","10580","10580"
"PATERC6B5","0","10580","10580"
"PAIACTI16","0","1610","1610"
"DR-1406-RED","0","3200","3200"
"DR-1406-TUR","0","3149","3149"
"PAIALTI18","0","3968","3968"
"PANALTI26","0","3500","3500"
"DR-201-TUR","0","4980","4980"
"DR-2041","4824","4824","4824"
"DR-2042","0","6065","6065"
"MAPASAI18","0","15631","15631"
"DR-457","0","2490","2490"
"PISOBCHEN-AZU","0","3637","3637"
"PISOBCHEN-AP","0","3637","3637"
"PISOBCHEN-BG","0","3637","3637"
"PISOBCHEN-CEL","0","3637","3637"
"PISOBCHEN-GY","0","3637","3637"
"DR-1712-PUR","0","3637","3637"
"PISOBCHEN-RED","0","3637","3637"
"DR-1712-PIN","0","3637","3637"
"PISOBCHEN-TC","0","3637","3637"
"PISOBCHEN-GRE","0","3637","3637"
"PISOMADRI","0","3000","3000"
"DR-2036-BLU","0","3170","3170"
"DR-2036-BG","0","3170","3170"
"DR-2036-PUR","0","3170","3170"
"DR-2036-PIN","0","3170","3170"
"DR-2036-GREE","0","3170","3170"
"PIDU-BL","0","1750","1750"
"PISODUEESO-WH","0","1750","1750"
"PIDU-PU","0","1750","1750"
"PIDU-PI","0","1750","1750"
"PIDU-TU","0","1750","1750"
"PIDU-VE","0","1750","1750"
"DR-1280","0","2507","2507"
"PLESTDE15","14985","14985","14985"
"PLESTDE30","0","21150","21150"
"PLESTDE20-AZU","0","17910","17910"
"PLESTDE20-CEL","0","17910","17910"
"PLESTDE20-LIL","0","17910","17910"
"PLESTDE20-MAR","0","17910","17910"
"PLESTDE20-TER","0","17910","17910"
"PLESTDE25-AZU","0","19440","19440"
"PLESTDE25-GRI","0","19440","19440"
"PLESTDE25-LIL","0","19440","19440"
"PLESTDE25-ROS","19440","19440","19440"
"PLESTDE25-TER","0","19440","19440"
"PLESTDE25-TUR","19440","19440","19440"
"PLOUTDE15","14985","14985","14985"
"PLOUTDE20","17910","17910","17910"
"PLOUTDE25","0","20340","20340"
"PLOUTDE30","0","21150","21150"
"PLSHESF15","0","14904","14904"
"PLSHESF25","0","19053","19053"
"DR-505-BG","0","13900","13900"
"DR-505-WH","0","13900","13900"
"DR-505-GY","0","13900","13900"
"DR-506-BG","0","15900","15900"
"DR-506-WH","0","15900","15900"
"DR-506-TUR","0","15900","15900"
"DR-507-WH","0","16900","16900"
"DR-507-PIN","0","16900","16900"
"DR-507-TUR","0","16900","16900"
"DR-145","0","11555","11555"
"DR-42","0","15630","15630"
"DR-147","0","5589","5589"
"DR-148","0","8700","8700"
"DR-47","0","14500","14500"
"DR-49","0","17500","17500"
"DR-48","0","18800","18800"
"DR-637-CEL","0","23310","23310"
"DR-637-FCOL","0","23310","23310"
"DR-637-GY","0","23310","23310"
"DR-638-CEL","0","26980","26980"
"DR-638-FCOL","0","26980","26980"
"DR-638-GY","0","26980","26980"
"DR-638-PUR","0","26980","26980"
"DR-661-CEL","0","28980","28980"
"DR-661-FCOL","0","28980","28980"
"DR-661-GY","0","28980","28980"
"DR-661-PUR","0","28980","28980"
"DR-229-GY","0","17360","17360"
"DR-229-RED","0","17360","17360"
"DR-229-GREE","0","17360","17360"
"DR-77-PUR","0","19870","19870"
"DR-437-CAL","0","21070","21070"
"DR-437-GY","0","21070","21070"
"DR-437-PUR","0","21070","21070"
"DR-437-RED","0","21070","21070"
"DR-553","0","6750","6750"
"DR-553-2P","0","8055","8055"
"DR-647-BR","0","10750","10750"
"DR-647-CRE","0","10750","10750"
"SABPOLI15-BL","0","6750","6750"
"SABPOLI15-GY","0","6750","6750"
"SABPOLI15-IVO","0","6750","6750"
"SABPOLI15-PI","0","6750","6750"
"SABPOLI15-TU","0","6750","6750"
"SARALTI22","0","3000","3000"
"SARALTD22","0","2990","2990"
"DR-400-RED","0","4347","4347"
"DR-401-CAL","0","5250","5250"
"DR-401-COB","0","5250","5250"
"DR-401-RED","0","3800","3800"
"DR-402","0","5910","5910"
"DR-2037-WH","0","7700","7700"
"DR-2037-RED","0","7700","7700"
"DR-2037-GREE","0","7700","7700"
"DR-128","0","5800","5800"
"FUBRO750","0","4590","4590"
"DR-127","0","5300","5300"
"FUE3SEV18","0","3901","3901"
"FUE3SEV29","0","6918","6918"
"DR-131-BL","2008","2008","2008"
"DR-131-GY","0","2008","2008"
"DR-131-RE","0","2008","2008"
"DR-131-GR","0","2008","2008"
"SETPMI3P-AMA","0","1522","1522"
"DR-557-BL","0","1522","1522"
"SETPMI3P-MOR","0","1522","1522"
"DR-557-RE","0","1522","1522"
"DR-557-PI","0","1522","1522"
"DR-557-GR","0","1522","1522"
"SETPMI3P","0","1517","1517"
"SETPMI3P1","1353","1353","1353"
"SETPCO3P","0","0","0"
"S6VGJA255","0","1481","1481"
"S6VGBO284","0","1862","1862"
"S6VGJA300","2158","2158","2158"
"S6VGCL310","1566","1566","1566"
"S6VGCL330","1684","1684","1684"
"S6VFBO383","1989","1989","1989"
"COBAFRES-CIGR","0","4290","4290"
"COBAFRES-CGRI","0","5989","5989"
"COBAFRES-CTUR","0","5989","5989"
"COBAFRES-CVE","0","4290","4290"
"COBAFRES-FL","0","4290","4290"
"COBAFRES-FLOV","0","4290","4290"
"COBAFRES-HOJ","0","5130","5130"
"COBAFRES-LRO","0","4290","4290"
"COBAFRES-MAN","0","5989","5989"
"COBAFRES-MAAZ","0","4290","4290"
"COBAFRES-MARE","0","9990","9990"
"COBAFRES-MAGR","0","5989","5989"
"COBAFRES-TRI","0","5989","5989"
"COBAFRES","0","6075","6075"
"COBAFES0","0","3000","3000"
"COBA1200-CIR","0","2962","2962"
"COBA1200","0","2962","2962"
"COBA1200-HEX","0","2962","2962"
"COBA1200-LIV","0","2962","2962"
"COBA1200-MA","0","2962","2962"
"COBA1200-PIVE","0","2962","2962"
"COBA1200-ROMV","0","2962","2962"
"COBA1200-TRIB","0","2962","2962"
"DR-2063-BL","0","7659","7659"
"DR-2063-WH","0","7659","7659"
"DR-2063-CRE","0","7659","7659"
"DR-2063-GY","0","7659","7659"
"SETBASID-NAR","0","7659","7659"
"DR-2063-TU","0","7659","7659"
"SETBAGIN-AZ","0","5190","5190"
"SETBAGIN-SBL","0","5190","5190"
"SETBAGIN-CO","5355","5355","5355"
"SETBAGIN-GRHOJ","0","5850","5850"
"SETBAGIN-GRLIN","0","5190","5190"
"SETBAGIN-GRRAM","0","5190","5190"
"SETBAGIN-RAV","0","5190","5190"
"SETBAGIN-GR","0","5850","5850"
"SETBAM15","0","6900","6900"
"DR-53","0","13450","13450"
"SETBA17ES","0","7500","7500"
"DR-1928","0","12579","12579"
"DR-489","0","14870","14870"
"DR-541","0","5970","5970"
"BATAIMA6P","0","16900","16900"
"BATAIMA8P","0","24225","24225"
"SCOFCOOK","0","5900","5900"
"COBABOR00","0","6930","6930"
"COBABOR00-GOT","0","5850","5850"
"COBABOR00-GOCE","0","5850","5850"
"COBABOR00-HOJ","0","5850","5850"
"COBABOR00-LIRO","0","5850","5850"
"COBABOR00-REC","0","5850","5850"
"COBABOR00-RO","0","5850","5850"
"COBABOR00-TRBL","0","5850","5850"
"COBLAVI2P-AZPI","0","9855","9855"
"COBLAVI2P-BEI","0","9855","9855"
"COBLAVI2P-GY","0","9855","9855"
"COBLAVI2P-MOS","0","9855","9855"
"COBLAVI2P-RED","0","9855","9855"
"SETBAGIN","4900","4900","4900"
"SETBASID","4900","4900","4900"
"SETBA18EM","0","14679","14679"
"DR-664","0","8050","8050"
"SETPABR12","0","4224","4224"
"SETTOSM2P-AZ","6992","6992","6992"
"SETTOSM2P-GR","6992","6992","6992"
"SETTOSM2P-ROS","6992","6992","6992"
"SETPABR7","0","6872","6872"
"DR-140","0","1130","1130"
"SETCOGTON-AZU","0","2412","2412"
"SETCOGTON-CAF","0","2412","2412"
"SETCOGTON-RED","0","2412","2412"
